University Name,District,Cutoff,Entrance Percentage,Department,Output
Jawaharlal Nehru Technological University,Kakinada,132,19,Electronics and Communication,No
Jawaharlal Nehru Technological University,Kakinada,32,49,Electronics and Communication,No
Jawaharlal Nehru Technological University,Kakinada,150,60,Civil Engineering,Yes
Jawaharlal Nehru Technological University,Kakinada,168,81,Civil Engineering,Yes
Jawaharlal Nehru Technological University,Kakinada,188,71,Civil Engineering,Yes
Jawaharlal Nehru Technological University,Kakinada,28,21,Civil Engineering,No
Jawaharlal Nehru Technological University,Kakinada,42,51,Civil Engineering,No
Jawaharlal Nehru Technological University,Kakinada,150,60,Mechanical Engineering,Yes
Jawaharlal Nehru Technological University,Kakinada,178,79,Mechanical Engineering,Yes
Jawaharlal Nehru Technological University,Kakinada,198,89,Mechanical Engineering,Yes
Jawaharlal Nehru Technological University,Kakinada,58,59,Mechanical Engineering,No
Jawaharlal Nehru Technological University,Kakinada,78,29,Mechanical Engineering,No
Jawaharlal Nehru Technological University,Kakinada,38,19,Mechanical Engineering,No
Jaypee Institute of Information Technology,Noida,160,80,Information Technology,Yes
Jaypee Institute of Information Technology,Noida,170,90,Information Technology,Yes
Jaypee Institute of Information Technology,Noida,184,100,Information Technology,Yes
Jaypee Institute of Information Technology,Noida,150,10,Information Technology,No
Jaypee Institute of Information Technology,Noida,132,20,Information Technology,No
Jaypee University of Information Technology,Solan,100,65,Information Technology,Yes
Jaypee University of Information Technology,Solan,128,89,Information Technology,Yes
Jaypee University of Information Technology,Solan,168,79,Information Technology,Yes
Jaypee University of Information Technology,Solan,88,19,Information Technology,No
Jaypee University of Information Technology,Solan,62,59,Information Technology,No
Jaypee University of Information Technology,Solan,48,9,Information Technology,No
JSS Science and Technology University,Mysuru,90,85,Information Technology,Yes
JSS Science and Technology University,Mysuru,100,91,Information Technology,Yes
JSS Science and Technology University,Mysuru,172,88,Information Technology,Yes
JSS Science and Technology University,Mysuru,64,11,Information Technology,No
JSS Science and Technology University,Mysuru,34,31,Information Technology,No
JSS Science and Technology University,Mysuru,90,85,Electricals and Electronics,Yes
JSS Science and Technology University,Mysuru,182,90,Electricals and Electronics,Yes
JSS Science and Technology University,Mysuru,162,88,Electricals and Electronics,Yes
JSS Science and Technology University,Mysuru,142,97,Electricals and Electronics,Yes
JSS Science and Technology University,Mysuru,22,10,Electricals and Electronics,No
JSS Science and Technology University,Mysuru,46,20,Electricals and Electronics,No
Kakatiya University,Hanamkonda,100,40,Computer Science,Yes
Kakatiya University,Hanamkonda,136,84,Computer Science,Yes
Kakatiya University,Hanamkonda,164,94,Computer Science,Yes
Kakatiya University,Hanamkonda,58,14,Computer Science,No
Kakatiya University,Hanamkonda,28,34,Computer Science,No
Kakatiya University,Hanamkonda,100,40,Information Technology,Yes
Kakatiya University,Hanamkonda,138,88,Information Technology,Yes
Kakatiya University,Hanamkonda,184,58,Information Technology,Yes
Kakatiya University,Hanamkonda,30,98,Information Technology,Yes
Kakatiya University,Hanamkonda,90,18,Information Technology,No
Kakatiya University,Hanamkonda,14,38,Information Technology,No
Kakatiya University,Hanamkonda,100,40,Electricals and Electronics,Yes
Kakatiya University,Hanamkonda,148,81,Electricals and Electronics,Yes
Kakatiya University,Hanamkonda,44,21,Electricals and Electronics,No
Kakatiya University,Hanamkonda,88,31,Electricals and Electronics,No
Kakatiya University,Hanamkonda,24,11,Electricals and Electronics,No
Kakatiya University,Hanamkonda,100,40,Electronics and Communication,Yes
Kakatiya University,Hanamkonda,154,88,Electronics and Communication,Yes
Kakatiya University,Hanamkonda,34,18,Electronics and Communication,No
Kakatiya University,Hanamkonda,54,8,Electronics and Communication,No
Kakatiya University,Hanamkonda,74,28,Electronics and Communication,No
Kakatiya University,Hanamkonda,14,38,Electronics and Communication,No
Kakatiya University,Hanamkonda,100,40,Civil Engineering,Yes
Kakatiya University,Hanamkonda,168,81,Civil Engineering,Yes
Kakatiya University,Hanamkonda,16,21,Civil Engineering,No
Kakatiya University,Hanamkonda,28,71,Civil Engineering,No
Kakatiya University,Hanamkonda,68,31,Civil Engineering,No
Kakatiya University,Hanamkonda,100,40,Mechanical Engineering,Yes
Kakatiya University,Hanamkonda,136,58,Mechanical Engineering,Yes
Kakatiya University,Hanamkonda,196,88,Mechanical Engineering,Yes
Kakatiya University,Hanamkonda,36,18,Mechanical Engineering,No
Kakatiya University,Hanamkonda,76,48,Mechanical Engineering,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,110,60,Computer Science,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,136,77,Computer Science,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,146,86,Computer Science,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,182,95,Computer Science,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,98,58,Computer Science,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,46,45,Computer Science,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,38,32,Computer Science,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,110,60,Information Technology,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,138,72,Information Technology,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,150,92,Information Technology,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,50,12,Information Technology,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,38,2,Information Technology,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,48,52,Information Technology,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,110,60,Electricals and Electronics,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,134,71,Electricals and Electronics,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,182,91,Electricals and Electronics,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,82,11,Electricals and Electronics,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,62,41,Electricals and Electronics,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,110,60,Electronics and Communication,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,128,72,Electronics and Communication,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,168,82,Electronics and Communication,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,88,12,Electronics and Communication,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,48,32,Electronics and Communication,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,28,42,Electronics and Communication,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,110,60,Civil Engineering,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,154,82,Civil Engineering,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,34,12,Civil Engineering,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,68,32,Civil Engineering,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,48,42,Civil Engineering,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,110,60,Mechanical Engineering,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,142,90,Mechanical Engineering,Yes
Kalasalingam Academy of Research and Education, Krishnan Kovil,22,50,Mechanical Engineering,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,62,20,Mechanical Engineering,No
Kalasalingam Academy of Research and Education, Krishnan Kovil,82,10,Mechanical Engineering,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,120,80,Computer Science,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,198,99,Computer Science,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,136,85,Computer Science,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,146,82,Computer Science,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,158,92,Computer Science,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,56,68,Computer Science,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,110,72,Computer Science,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,70,45,Computer Science,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,120,80,Information Technology,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,158,86,Information Technology,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,164,96,Information Technology,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,186,99,Information Technology,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,104,76,Information Technology,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,92,56,Information Technology,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,64,16,Information Technology,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,120,80,Electricals and Electronics,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,152,88,Electricals and Electronics,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,172,98,Electricals and Electronics,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,106,19,Electricals and Electronics,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,74,78,Electricals and Electronics,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,42,38,Electricals and Electronics,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,120,80,Electronics and Communication,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,164,98,Electronics and Communication,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,24,18,Electronics and Communication,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,64,38,Electronics and Communication,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,44,18,Electronics and Communication,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,120,80,Civil Engineering,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,182,89,Civil Engineering,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,162,99,Civil Engineering,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,102,19,Civil Engineering,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,48,79,Civil Engineering,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,120,80,Mechanical Engineering,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,156,97,Mechanical Engineering,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,176,87,Mechanical Engineering,Yes
Kalinga Institute of Industrial Technology,Bhubaneshwar,36,17,Mechanical Engineering,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,16,47,Mechanical Engineering,No
Kalinga Institute of Industrial Technology,Bhubaneshwar,76,37,Mechanical Engineering,No
Kalinga University,Naya Raipur,110,60,Computer Science,Yes
Kalinga University,Naya Raipur,124,77,Computer Science,Yes
Kalinga University,Naya Raipur,188,87,Computer Science,Yes
Kalinga University,Naya Raipur,166,97,Computer Science,Yes
Kalinga University,Naya Raipur,64,17,Computer Science,No
Kalinga University,Naya Raipur,84,27,Computer Science,No
Kalinga University,Naya Raipur,42,7,Computer Science,No
Kalinga University,Naya Raipur,172,60,Electronics and Communication,Yes
Kalinga University,Naya Raipur,132,89,Electronics and Communication,Yes
Kalinga University,Naya Raipur,52,29,Electronics and Communication,No
Kalinga University,Naya Raipur,72,49,Electronics and Communication,No
Kalinga University,Naya Raipur,32,59,Electronics and Communication,No
Kalinga University,Naya Raipur,110,60,Civil Engineering,Yes
Kalinga University,Naya Raipur,162,83,Civil Engineering,Yes
Kalinga University,Naya Raipur,182,93,Civil Engineering,Yes
Kalinga University,Naya Raipur,42,13,Civil Engineering,No
Kalinga University,Naya Raipur,62,43,Civil Engineering,No
Kalinga University,Naya Raipur,82,53,Civil Engineering,No
Kalinga University,Naya Raipur,110,60,Mechanical Engineering,Yes
Kalinga University,Naya Raipur,138,79,Mechanical Engineering,Yes
Kalinga University,Naya Raipur,178,89,Mechanical Engineering,Yes
Kalinga University,Naya Raipur,38,29,Mechanical Engineering,No
Kalinga University,Naya Raipur,18,19,Mechanical Engineering,No
Kalinga University,Naya Raipur,78,39,Mechanical Engineering,No
Kalyani University,Kalyani,100,50,Information Technology,Yes
Kalyani University,Kalyani,138,74,Information Technology,Yes
Kalyani University,Kalyani,166,84,Information Technology,Yes
Kalyani University,Kalyani,84,14,Information Technology,No
Kalyani University,Kalyani,66,44,Information Technology,No
Kalyani University,Kalyani,20,34,Information Technology,No
Kalyani University,Kalyani,100,50,Electronics and Communication,Yes
Kalyani University,Kalyani,184,64,Electronics and Communication,Yes
Kalyani University,Kalyani,144,85,Electronics and Communication,Yes
Kalyani University,Kalyani,84,15,Electronics and Communication,No
Kalyani University,Kalyani,4,35,Electronics and Communication,No
Kalyani University,Kalyani,64,45,Electronics and Communication,No
Karpagam Academy of Higher Education,Coimbatore,100,60,Electricals and Electronics,Yes
Karpagam Academy of Higher Education,Coimbatore,154,99,Electricals and Electronics,Yes
Karpagam Academy of Higher Education,Coimbatore,174,79,Electricals and Electronics,Yes
Karpagam Academy of Higher Education,Coimbatore,94,19,Electricals and Electronics,No
Karpagam Academy of Higher Education,Coimbatore,2,39,Electricals and Electronics,No
Karpagam Academy of Higher Education,Coimbatore,74,49,Electricals and Electronics,No
Karunya University,Coimbatore,100,50,Computer Science,Yes
Karunya University,Coimbatore,164,67,Computer Science,Yes
Karunya University,Coimbatore,84,17,Computer Science,No
Karunya University,Coimbatore,70,27,Computer Science,No
Karunya University,Coimbatore,38,47,Computer Science,No
Karunya University,Coimbatore,100,50,Electronics and Communication,Yes
Karunya University,Coimbatore,130,71,Electronics and Communication,Yes
Karunya University,Coimbatore,190,81,Electronics and Communication,Yes
Karunya University,Coimbatore,90,11,Electronics and Communication,No
Karunya University,Coimbatore,30,41,Electronics and Communication,No
Karunya University,Coimbatore,100,50,Civil Engineering,Yes
Karunya University,Coimbatore,122,73,Civil Engineering,Yes
Karunya University,Coimbatore,182,83,Civil Engineering,Yes
Karunya University,Coimbatore,162,93,Civil Engineering,Yes
Karunya University,Coimbatore,22,13,Civil Engineering,No
Karunya University,Coimbatore,2,43,Civil Engineering,No
Karunya University,Coimbatore,100,50,Mechanical Engineering,Yes
Karunya University,Coimbatore,128,60,Mechanical Engineering,Yes
Karunya University,Coimbatore,168,80,Mechanical Engineering,Yes
Karunya University,Coimbatore,28,10,Mechanical Engineering,No
Karunya University,Coimbatore,48,40,Mechanical Engineering,No
Karunya University,Coimbatore,68,30,Mechanical Engineering,No
KL University Guntur,Guntur,120,75,Computer Science,Yes
KL University Guntur,Guntur,154,85,Computer Science,Yes
KL University Guntur,Guntur,152,96,Computer Science,Yes
KL University Guntur,Guntur,164,89,Computer Science,Yes
KL University Guntur,Guntur,112,70,Computer Science,No
KL University Guntur,Guntur,84,65,Computer Science,No
KL University Guntur,Guntur,60,33,Computer Science,No
KL University Guntur,Guntur,120,75,Civil Engineering,Yes
KL University Guntur,Guntur,144,90,Civil Engineering,Yes
KL University Guntur,Guntur,18,40,Civil Engineering,No
KL University Guntur,Guntur,38,20,Civil Engineering,No
KL University Guntur,Guntur,78,50,Civil Engineering,No
KL University Guntur,Guntur,98,60,Civil Engineering,No
KL University Guntur,Guntur,120,75,Mechanical Engineering,Yes
KL University Guntur,Guntur,140,79,Mechanical Engineering,Yes
KL University Guntur,Guntur,180,89,Mechanical Engineering,Yes
KL University Guntur,Guntur,20,19,Mechanical Engineering,No
KL University Guntur,Guntur,80,49,Mechanical Engineering,No
KL University Guntur,Guntur,100,39,Mechanical Engineering,No
KLE Technological University,Hubli,120,40,Electricals and Electronics,Yes
KLE Technological University,Hubli,144,50,Electricals and Electronics,Yes
KLE Technological University,Hubli,184,80,Electricals and Electronics,Yes
KLE Technological University,Hubli,24,20,Electricals and Electronics,No
KLE Technological University,Hubli,84,40,Electricals and Electronics,No
Koneru Lakshmaiah Education Foundation,Guntur,170,55,Electricals and Electronics,Yes
Koneru Lakshmaiah Education Foundation,Guntur,178,700,Electricals and Electronics,Yes
Koneru Lakshmaiah Education Foundation,Guntur,184,80,Electricals and Electronics,Yes
Koneru Lakshmaiah Education Foundation,Guntur,144,20,Electricals and Electronics,No
Koneru Lakshmaiah Education Foundation,Guntur,68,10,Electricals and Electronics,No
Koneru Lakshmaiah Education Foundation,Guntur,38,30,Electricals and Electronics,No
Koneru Lakshmaiah Education Foundation,Guntur,170,55,Electronics and Communication,Yes
Koneru Lakshmaiah Education Foundation,Guntur,186,79,Electronics and Communication,Yes
Koneru Lakshmaiah Education Foundation,Guntur,176,89,Electronics and Communication,Yes
Koneru Lakshmaiah Education Foundation,Guntur,172,99,Electronics and Communication,Yes
Koneru Lakshmaiah Education Foundation,Guntur,132,19,Electronics and Communication,No
Koneru Lakshmaiah Education Foundation,Guntur,152,39,Electronics and Communication,No
Lovely Professional University,Phagwara,120,50,Computer Science,Yes
Lovely Professional University,Phagwara,146,66,Computer Science,Yes
Lovely Professional University,Phagwara,190,83,Computer Science,Yes
Lovely Professional University,Phagwara,164,75,Computer Science,Yes
Lovely Professional University,Phagwara,104,42,Computer Science,No
Lovely Professional University,Phagwara,24,23,Computer Science,No
Lovely Professional University,Phagwara,120,50,Information Technology,Yes
Lovely Professional University,Phagwara,144,64,Information Technology,Yes
Lovely Professional University,Phagwara,184,85,Information Technology,Yes
Lovely Professional University,Phagwara,24,15,Information Technology,No
Lovely Professional University,Phagwara,58,35,Information Technology,No
Lovely Professional University,Phagwara,2,25,Information Technology,No
Lovely Professional University,Phagwara,120,50,Electricals and Electronics,Yes
Lovely Professional University,Phagwara,184,73,Electricals and Electronics,Yes
Lovely Professional University,Phagwara,160,83,Electricals and Electronics,Yes
Lovely Professional University,Phagwara,24,13,Electricals and Electronics,No
Lovely Professional University,Phagwara,64,43,Electricals and Electronics,No
Lovely Professional University,Phagwara,120,50,Electronics and Communication,Yes
Lovely Professional University,Phagwara,154,65,Electronics and Communication,Yes
Lovely Professional University,Phagwara,174,85,Electronics and Communication,Yes
Lovely Professional University,Phagwara,94,15,Electronics and Communication,No
Lovely Professional University,Phagwara,34,45,Electronics and Communication,No
Lovely Professional University,Phagwara,120,50,Civil Engineering,Yes
Lovely Professional University,Phagwara,146,83,Civil Engineering,Yes
Lovely Professional University,Phagwara,166,73,Civil Engineering,Yes
Lovely Professional University,Phagwara,26,13,Civil Engineering,No
Lovely Professional University,Phagwara,106,23,Civil Engineering,No
Lovely Professional University,Phagwara,120,50,Mechanical Engineering,Yes
Lovely Professional University,Phagwara,170,84,Mechanical Engineering,Yes
Lovely Professional University,Phagwara,110,14,Mechanical Engineering,No
Lovely Professional University,Phagwara,30,34,Mechanical Engineering,No
Lovely Professional University,Phagwara,50,44,Mechanical Engineering,No
Malla Reddy University,Hyderabad,90,40,Electricals and Electronics,Yes
Malla Reddy University,Hyderabad,118,84,Electricals and Electronics,Yes
Malla Reddy University,Hyderabad,172,74,Electricals and Electronics,Yes
Malla Reddy University,Hyderabad,92,14,Electricals and Electronics,No
Malla Reddy University,Hyderabad,52,23,Electricals and Electronics,No
Malla Reddy University,Hyderabad,32,34,Electricals and Electronics,No
Manipal University,Jaipur,100,50,Information Technology,Yes
Manipal University,Jaipur,192,79,Information Technology,Yes
Manipal University,Jaipur,138,99,Information Technology,Yes
Manipal University,Jaipur,80,19,Information Technology,No
Manipal University,Jaipur,68,39,Information Technology,No
Manipal University,Jaipur,10,9,Information Technology,No
Manipal University,Jaipur,100,50,Electricals and Electronics,Yes
Manipal University,Jaipur,150,98,Electricals and Electronics,Yes
Manipal University,Jaipur,70,18,Electricals and Electronics,No
Manipal University,Jaipur,50,38,Electricals and Electronics,No
Manipal University,Jaipur,10,28,Electricals and Electronics,No
Manipal University,Jaipur,100,50,Mechanical Engineering,Yes
Manipal University,Jaipur,156,75,Mechanical Engineering,Yes
Manipal University,Jaipur,196,85,Mechanical Engineering,Yes
Manipal University,Jaipur,36,15,Mechanical Engineering,No
Manipal University,Jaipur,76,45,Mechanical Engineering,No
Manipal University,Jaipur,96,35,Mechanical Engineering,No
Mizoram University,Aizawl,100,45,Computer Science,Yes
Mizoram University,Aizawl,124,52,Computer Science,Yes
Mizoram University,Aizawl,146,68,Computer Science,Yes
Mizoram University,Aizawl,168,96,Computer Science,Yes
Mizoram University,Aizawl,46,3,Computer Science,No
Mizoram University,Aizawl,72,42,Computer Science,No
Mizoram University,Aizawl,20,37,Computer Science,No
Mizoram University,Aizawl,100,45,Information Technology,Yes
Mizoram University,Aizawl,192,53,Information Technology,Yes
Mizoram University,Aizawl,128,73,Information Technology,Yes
Mizoram University,Aizawl,144,93,Information Technology,Yes
Mizoram University,Aizawl,24,13,Information Technology,No
Mizoram University,Aizawl,56,23,Information Technology,No
Mizoram University,Aizawl,100,45,Electronics and Communication,Yes
Mizoram University,Aizawl,124,88,Electronics and Communication,Yes
Mizoram University,Aizawl,184,78,Electronics and Communication,Yes
Mizoram University,Aizawl,44,18,Electronics and Communication,No
Mizoram University,Aizawl,64,48,Electronics and Communication,No
Mizoram University,Aizawl,24,38,Electronics and Communication,No
Mizoram University,Aizawl,100,45,Civil Engineering,Yes
Mizoram University,Aizawl,138,60,Civil Engineering,Yes
Mizoram University,Aizawl,198,80,Civil Engineering,Yes
Mizoram University,Aizawl,38,20,Civil Engineering,No
Mizoram University,Aizawl,78,30,Civil Engineering,No
Mizoram University,Aizawl,100,45,Mechanical Engineering,Yes
Mizoram University,Aizawl,130,83,Mechanical Engineering,Yes
Mizoram University,Aizawl,190,73,Mechanical Engineering,Yes
Mizoram University,Aizawl,30,43,Mechanical Engineering,No
Mizoram University,Aizawl,50,23,Mechanical Engineering,No
Netaji Subhas University of Technology,New Delhi,120,60,Computer Science,Yes
Netaji Subhas University of Technology,New Delhi,144,87,Computer Science,Yes
Netaji Subhas University of Technology,New Delhi,166,77,Computer Science,Yes
Netaji Subhas University of Technology,New Delhi,74,17,Computer Science,No
Netaji Subhas University of Technology,New Delhi,30,7,Computer Science,No
Netaji Subhas University of Technology,New Delhi,50,57,Computer Science,No
Netaji Subhas University of Technology,New Delhi,120,60,Information Technology,Yes
Netaji Subhas University of Technology,New Delhi,138,76,Information Technology,Yes
Netaji Subhas University of Technology,New Delhi,146,86,Information Technology,Yes
Netaji Subhas University of Technology,New Delhi,34,16,Information Technology,No
Netaji Subhas University of Technology,New Delhi,50,36,Information Technology,No
Netaji Subhas University of Technology,New Delhi,104,56,Information Technology,No
Netaji Subhas University of Technology,New Delhi,120,60,Electronics and Communication,Yes
Netaji Subhas University of Technology,New Delhi,150,77,Electronics and Communication,Yes
Netaji Subhas University of Technology,New Delhi,190,87,Electronics and Communication,Yes
Netaji Subhas University of Technology,New Delhi,30,18,Electronics and Communication,No
Netaji Subhas University of Technology,New Delhi,50,47,Electronics and Communication,No
Netaji Subhas University of Technology,New Delhi,70,37,Electronics and Communication,No
Netaji Subhas University of Technology,New Delhi,120,60,Mechanical Engineering,Yes
Netaji Subhas University of Technology,New Delhi,152,77,Mechanical Engineering,Yes
Netaji Subhas University of Technology,New Delhi,172,87,Mechanical Engineering,Yes
Netaji Subhas University of Technology,New Delhi,32,17,Mechanical Engineering,No
Netaji Subhas University of Technology,New Delhi,12,47,Mechanical Engineering,No
NIMS University,Jaipur,100,65,Computer Science,Yes
NIMS University,Jaipur,180,85,Computer Science,Yes
NIMS University,Jaipur,74,15,Computer Science,No
NIMS University,Jaipur,48,25,Computer Science,No
NIMS University,Jaipur,6,5,Computer Science,No
NIMS University,Jaipur,100,65,Information Technology,Yes
NIMS University,Jaipur,138,76,Information Technology,Yes
NIMS University,Jaipur,144,96,Information Technology,Yes
NIMS University,Jaipur,20,16,Information Technology,No
NIMS University,Jaipur,84,26,Information Technology,No
NIMS University,Jaipur,100,65,Electronics and Communication,Yes
NIMS University,Jaipur,128,73,Electronics and Communication,Yes
NIMS University,Jaipur,188,83,Electronics and Communication,Yes
NIMS University,Jaipur,28,33,Electronics and Communication,No
NIMS University,Jaipur,42,43,Electronics and Communication,No
NIMS University,Jaipur,100,65,Civil Engineering,Yes
NIMS University,Jaipur,132,88,Civil Engineering,Yes
NIMS University,Jaipur,152,98,Civil Engineering,Yes
NIMS University,Jaipur,172,78,Civil Engineering,Yes
NIMS University,Jaipur,32,18,Civil Engineering,No
NIMS University,Jaipur,92,48,Civil Engineering,No
NIMS University,Jaipur,100,65,Mechanical Engineering,Yes
NIMS University,Jaipur,124,76,Mechanical Engineering,Yes
NIMS University,Jaipur,164,86,Mechanical Engineering,Yes
NIMS University,Jaipur,44,16,Mechanical Engineering,No
NIMS University,Jaipur,24,36,Mechanical Engineering,No
North Eastern Hill University,Shillong,120,60,Information Technology,Yes
North Eastern Hill University,Shillong,168,74,Information Technology,Yes
North Eastern Hill University,Shillong,190,84,Information Technology,Yes
North Eastern Hill University,Shillong,56,9,Information Technology,No
North Eastern Hill University,Shillong,84,44,Information Technology,No
North Eastern Hill University,Shillong,38,14,Information Technology,No
North Eastern Hill University,Shilong,130,60,Electronics and Communication,Yes
North Eastern Hill University,Shilong,160,72,Electronics and Communication,Yes
North Eastern Hill University,Shilong,180,82,Electronics and Communication,Yes
North Eastern Hill University,Shilong,80,22,Electronics and Communication,No
North Eastern Hill University,Shilong,20,52,Electronics and Communication,No
North Eastern Hill University,Shilong,60,12,Electronics and Communication,No
PES University,Bangalore,100,75,Electricals and Electronics,Yes
PES University,Bangalore,132,88,Electricals and Electronics,Yes
PES University,Bangalore,192,98,Electricals and Electronics,Yes
PES University,Bangalore,32,18,Electricals and Electronics,No
PES University,Bangalore,16,58,Electricals and Electronics,No
Rabindranath Tagore University,Raisen,90,65,Electricals and Electronics,Yes
Rabindranath Tagore University,Raisen,124,80,Electricals and Electronics,Yes
Rabindranath Tagore University,Raisen,44,30,Electricals and Electronics,No
Rabindranath Tagore University,Raisen,84,9,Electricals and Electronics,No
Rabindranath Tagore University,Raisen,64,30,Electricals and Electronics,No
Rabindranath Tagore University,Raisen,24,50,Electricals and Electronics,No
Radha Govind University,Ramgarh,100,85,Information Technology,Yes
Radha Govind University,Ramgarh,140,99,Information Technology,Yes
Radha Govind University,Ramgarh,160,89,Information Technology,Yes
Radha Govind University,Ramgarh,80,79,Information Technology,No
Radha Govind University,Ramgarh,60,59,Information Technology,No
Radha Govind University,Ramgarh,100,85,Electricals and Electronics,Yes
Radha Govind University,Ramgarh,130,92,Electricals and Electronics,Yes
Radha Govind University,Ramgarh,190,93,Electricals and Electronics,Yes
Radha Govind University,Ramgarh,30,13,Electricals and Electronics,No
Radha Govind University,Ramgarh,10,23,Electricals and Electronics,No
Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,100,88,Information Technology,Yes
Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,128,90,Information Technology,Yes
Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,172,91,Information Technology,Yes
Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,80,19,Information Technology,No
Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,48,39,Information Technology,No
RK University,Rajkot,120,60,Information Technology,Yes
RK University,Rajkot,180,77,Information Technology,Yes
RK University,Rajkot,152,87,Information Technology,Yes
RK University,Rajkot,102,18,Information Technology,No
RK University,Rajkot,92,48,Information Technology,No
RK University,Rajkot,56,58,Information Technology,No
SASTRA University Thanjavur,Thanjavur,120,50,Computer Science,Yes
SASTRA University Thanjavur,Thanjavur,152,65,Computer Science,Yes
SASTRA University Thanjavur,Thanjavur,176,95,Computer Science,Yes
SASTRA University Thanjavur,Thanjavur,110,44,Computer Science,No
SASTRA University Thanjavur,Thanjavur,48,29,Computer Science,No
SASTRA University Thanjavur,Thanjavur,66,37,Computer Science,No
SASTRA University Thanjavur,Thanjavur,120,50,Information Technology,Yes
SASTRA University Thanjavur,Thanjavur,150,82,Information Technology,Yes
SASTRA University Thanjavur,Thanjavur,46,22,Information Technology,No
SASTRA University Thanjavur,Thanjavur,50,12,Information Technology,No
SASTRA University Thanjavur,Thanjavur,38,32,Information Technology,No
SASTRA University Thanjavur,Thanjavur,120,50,Electricals and Electronics,Yes
